,Number of steps,Surface coverage,Schwoebel barrier,Desorption probability,Regime,Growth rate,Rms
3174,3.0,0.0154,0.109555,1.842e-05,0.0,0.00039299166932394174,0.28496930711619084
3175,3.0,0.0155,0.280823,0.23686981,1.0,0.0023916483620512554,0.29342734622647176
3176,3.0,0.0147,0.661598,0.00041784,0.0,0.00041564630002387926,0.285350091106718
3177,3.0,0.0147,0.995172,0.00323864,1.0,0.0003789673741287416,0.2873639208304949
3178,3.0,0.0162,0.789568,0.25588538,0.0,0.0016603164005557225,0.2958412030657377
3179,3.0,0.0161,0.870636,3.85e-06,2.0,0.0005880861866230509,0.3089922782003944
3180,3.0,0.0158,0.954565,0.01963947,0.0,0.0007129146475833262,0.2849037239869038
3181,3.0,0.0166,0.072118,0.01853825,1.0,0.001410526019838702,0.29527380511443424
3182,3.0,0.0168,0.274366,0.00518137,1.0,0.000964006251565879,0.29017663211862577
3183,3.0,0.0166,0.604226,0.00049103,2.0,0.0009632166203534621,0.3398233067662563
3184,3.0,0.0172,0.609385,2.27e-06,0.0,0.0004209401656169907,0.2840949312143377
3185,3.0,0.0165,0.762692,0.00060734,2.0,0.000873899320819249,0.3278049214523284
3186,3.0,0.0178,0.461459,0.00028339,0.0,0.0004978013108144664,0.28586251186718964
3187,3.0,0.0196,0.558366,0.07300318,2.0,0.0038832950870079804,0.40046011836968337
3188,3.0,0.0207,0.011707,0.00022944,2.0,0.003691859565045289,0.4148683172793419
3189,3.0,0.0214,0.076121,7.124e-05,0.0,0.0005677893279939941,0.2869028578299539
3190,3.0,0.0214,0.298745,8.7e-06,2.0,0.004763789496685912,0.4442263430908347
3191,3.0,0.0214,0.727361,3.439e-05,1.0,0.0005415424313558764,0.28756519877500153
3192,3.0,0.021,0.767676,0.00194452,1.0,0.000834117477906307,0.28851154564502673
3193,3.0,0.0217,0.841786,9.216e-05,0.0,0.0005023611530270236,0.2866155704160253
3194,3.0,0.0232,0.336163,0.12749794,1.0,0.0033770080210515775,0.2923548558643525
3195,3.0,0.0231,0.439198,0.00479118,0.0,0.001115693295314743,0.2940540169920068
3196,3.0,0.0232,0.667844,0.45846659,1.0,0.004286329530765955,0.29437229796655645
3197,3.0,0.0226,0.91099,0.01339818,1.0,0.0013513481651728412,0.2944339911690768
3198,3.0,0.0232,0.95171,0.00283434,0.0,0.0006800615405201854,0.2873757137393208
3199,3.0,0.0236,0.36613,0.01453142,1.0,0.0019041789863964154,0.2957637397450905
3200,3.0,0.0238,0.789314,0.00305963,1.0,0.0010706175868086822,0.291997697010544
3201,3.0,0.0241,0.834199,0.00274716,0.0,0.000864868608925117,0.28780163675354964
3202,3.0,0.025,0.177017,0.02985208,1.0,0.0025806593825448334,0.29365436807123774
3203,3.0,0.0255,0.280029,0.00145943,1.0,0.001046350328984794,0.29270749908801164
3204,3.0,0.0254,0.496367,0.01773583,2.0,0.0058029886584934935,0.43957526378500583
3205,3.0,0.0253,0.8687,4.27e-06,0.0,0.0005509957627721449,0.2865044358864694
3206,3.0,0.0258,0.022639,2.544e-05,0.0,0.000666960335333874,0.28348867066475536
3207,3.0,0.0263,0.277686,1.38e-06,0.0,0.000660543191537181,0.28568868678706333
3208,3.0,0.0259,0.375335,0.00347269,1.0,0.0013589219518722296,0.2935061939061753
3209,3.0,0.0263,0.43323,2.83e-06,0.0,0.0006479313352712372,0.28557596064746266
3210,3.0,0.0265,0.701348,0.14785786,0.0,0.002455063533504881,0.29208837735292625
3211,3.0,0.0272,0.029182,3.6e-06,0.0,0.0006893369268745072,0.2853793856550477
3212,3.0,0.0271,0.215781,0.90464745,1.0,0.006274865598094669,0.2929149000321715
3213,3.0,0.0276,0.032489,1.5e-06,1.0,0.0007326776710265172,0.2873318203628128
3214,3.0,0.0281,0.329107,2.64e-06,1.0,0.0007360363840708906,0.28652684934572875
3215,3.0,0.0282,0.51997,0.00222575,1.0,0.0012711060637982507,0.2938500453211739
3216,3.0,0.0281,0.653742,7.23e-06,1.0,0.0007268166055484323,0.2857382487433965
3217,3.0,0.0278,0.922412,3.99e-06,0.0,0.0005599041374361892,0.28669883016439707
3218,3.0,0.0287,0.147439,0.00036649,2.0,0.01248312413518696,0.48273518876820465
3219,3.0,0.0293,0.327403,0.15607614,1.0,0.004766269605986888,0.29429719365334217
3220,3.0,0.029,0.372189,0.02008314,1.0,0.0026458095183525053,0.29207411476041656
3221,3.0,0.029,0.761126,0.83189258,1.0,0.006636105195426346,0.2945193459066274
3222,3.0,0.0297,0.12987,9.503e-05,0.0,0.0007778423520635533,0.28773171087822025
3223,3.0,0.0304,0.202696,0.07633645,2.0,0.01233324990675675,0.5110456598620254
3224,3.0,0.0297,0.560163,2.806e-05,0.0,0.0007342124471858665,0.28560634347344904
3225,3.0,0.0301,0.703411,0.00399145,2.0,0.010709345514503197,0.5192165865430757
3226,3.0,0.0302,0.705382,0.00156581,2.0,0.01237422175727151,0.5033390391395389
3227,3.0,0.0307,0.086964,0.56910909,2.0,0.01599456965054433,0.4849093375229407
3228,3.0,0.0307,0.887925,2.81e-06,0.0,0.0006530694989351399,0.2846914212471641
3229,3.0,0.0318,0.029903,0.00789743,2.0,0.012926930241264997,0.5187747714263224
3230,3.0,0.0321,0.405569,1.17e-06,2.0,0.01825784177196265,0.4994044802399663
3231,3.0,0.0315,0.599745,1.74e-06,0.0,0.0007540978078591552,0.28721321798543265
3232,3.0,0.0323,0.987397,1.17e-06,1.0,0.00045809731886612564,0.2861289280436323
3233,3.0,0.0331,0.099263,3.84e-06,0.0,0.0008388663867471811,0.2886854542526205
3234,3.0,0.0333,0.318091,0.10075276,2.0,0.016652265721090298,0.5299251412192857
3235,3.0,0.0328,0.343736,3.65e-05,2.0,0.0197821080510887,0.4981767956637739
3236,3.0,0.0329,0.474219,0.88580495,1.0,0.008014289700255065,0.29281573631849406
3237,3.0,0.0326,0.526272,0.76733194,2.0,0.017963264843465252,0.4891622651585764
3238,3.0,0.0328,0.561027,1.483e-05,1.0,0.0008588073552523324,0.288927275235373
3239,3.0,0.0334,0.897588,1.83e-06,0.0,0.0006981340858748272,0.28576113653793106
3240,3.0,0.0327,0.926999,0.40719826,1.0,0.006190886650419058,0.2948778993361496
3241,3.0,0.033,0.992687,0.07588812,2.0,0.012593583532394504,0.5562317117377
3242,3.0,0.034,0.084864,1.62e-06,2.0,0.022391761357165595,0.498671686897199
3243,3.0,0.0344,0.250658,0.00492043,1.0,0.0020918999051908354,0.29466670572573656
3244,3.0,0.0342,0.360341,0.04379529,1.0,0.004126579351397328,0.29366105030741985
3245,3.0,0.0335,0.548693,0.43083067,1.0,0.0070241366461483755,0.29378082390386645
3246,3.0,0.0341,0.59995,0.00098334,1.0,0.0012522327656648217,0.2920415843318707
3247,3.0,0.0336,0.828778,8.23e-05,0.0,0.000779310398824669,0.2890649822704354
3248,3.0,0.035,0.105329,8.116e-05,2.0,0.023775028417826354,0.49997111746031936
3249,3.0,0.0352,0.432651,7.415e-05,1.0,0.0009629497027605295,0.2907427160787478
3250,3.0,0.0353,0.883691,1.14e-06,1.0,0.0008271776204901229,0.28893778757184735
3251,3.0,0.0358,0.327163,2.064e-05,0.0,0.0008974659199616976,0.2894533887193913
3252,3.0,0.0357,0.417063,7.904e-05,1.0,0.0009843031101949367,0.2905453581373138
3253,3.0,0.0367,0.847694,0.00021008,1.0,0.0009769072685574965,0.29062608668179496
3254,3.0,0.0377,0.260128,8.99e-06,0.0,0.0009348121398391574,0.2893822488039093
3255,3.0,0.0393,0.015587,0.00412442,2.0,0.026423351410178986,0.5151719765002843
3256,3.0,0.0393,0.27199,1.65e-06,0.0,0.000977174186150427,0.2914896984657021
3257,3.0,0.0388,0.629275,1.35e-06,1.0,0.0010155991979659772,0.2911444147694597
3258,3.0,0.0391,0.882433,0.02903415,0.0,0.0021696396541317033,0.2922071625432805
3259,3.0,0.0398,0.035279,0.00814766,0.0,0.0023078139947384836,0.2916722396626841
3260,3.0,0.0397,0.258354,0.03356759,0.0,0.003093307984466069,0.2925173895802913
3261,3.0,0.0402,0.5351,7.34e-06,0.0,0.0009787312054425198,0.28997855615811713
3262,3.0,0.0399,0.708874,8.65e-06,2.0,0.03164032249339465,0.5429582565736997
3263,3.0,0.0403,0.738244,1.615e-05,2.0,0.03219706810598119,0.5425859688522313
3264,3.0,0.0413,0.101111,4.41e-06,0.0,0.0010372751308251706,0.29140454573135843
3265,3.0,0.0414,0.34013,5.47e-06,2.0,0.036941806359471765,0.5184566734059365
3266,3.0,0.0408,0.88051,0.05822526,0.0,0.002672545763910996,0.2946198780550458
3267,3.0,0.0424,0.103787,0.00982376,2.0,0.02871444969066027,0.5336729349253332
3268,3.0,0.0416,0.321868,0.00105804,1.0,0.0016316450024484882,0.29668911909003814
3269,3.0,0.0423,0.334872,1.826e-05,0.0,0.001047184446462699,0.29239155468921085
3270,3.0,0.0423,0.553518,0.00096891,0.0,0.0013826664960766304,0.29400208820057533
3271,3.0,0.0424,0.666021,0.43636018,0.0,0.005144425105770507,0.29258949542008517
3272,3.0,0.0415,0.861771,0.02061726,2.0,0.024928890928930126,0.6037486460962124
3273,3.0,0.0424,0.897425,3.623e-05,1.0,0.001008047654399333,0.2921811794713722
3274,3.0,0.0425,0.434488,1.03e-06,2.0,0.03850542074042225,0.5139042200966826
3275,3.0,0.0426,0.69561,0.18553968,2.0,0.032177660972661906,0.6057726145510841
3276,3.0,0.0426,0.947035,0.00060065,0.0,0.0009601025817692778,0.28984982024331146
3277,3.0,0.0441,0.015003,5.182e-05,0.0,0.0011466668576609956,0.2916777477517963
3278,3.0,0.0442,0.17898,2.51e-06,2.0,0.04441876870202597,0.5103003997954514
3279,3.0,0.0447,0.131225,0.0507708,0.0,0.003899032103424481,0.2940611012550856
3280,3.0,0.0449,0.313514,0.62108452,0.0,0.006261764392908352,0.29072380007548043
3281,3.0,0.0449,0.593392,3.822e-05,1.0,0.0012027640384417908,0.29313161736143534
3282,3.0,0.0449,0.941522,0.00799232,2.0,0.03724882832073953,0.7271401900526878
3283,3.0,0.0448,0.988132,3.158e-05,2.0,0.26792602983925157,4.356575326246565
3284,3.0,0.0461,0.395639,5.05e-06,2.0,0.04849078564880189,0.52094410739024
3285,3.0,0.0463,0.500807,0.00010716,2.0,0.04812084898656724,0.5287277507067902
3286,3.0,0.0461,0.510494,0.35024262,0.0,0.005544123079616854,0.2913184526271068
3287,3.0,0.0458,0.535674,1.63e-06,2.0,0.04717405891974531,0.5323257482130481
3288,3.0,0.0456,0.737213,0.01583202,2.0,0.033743666490382386,0.5960863960274723
3289,3.0,0.0471,0.167737,4.66e-05,1.0,0.0013037478611003174,0.29396914249303874
3290,3.0,0.0474,0.193412,0.50668922,2.0,0.04571169527904629,0.598435126043499
3291,3.0,0.0471,0.856887,0.16764888,2.0,0.038927550913641085,0.628556210513415
3292,3.0,0.0481,0.205543,0.01218016,1.0,0.004205308919745317,0.294037874894166
3293,3.0,0.0482,0.882535,0.00022739,0.0,0.0011063400579958173,0.2926671269590778
3294,3.0,0.0488,0.079141,0.00021875,1.0,0.0014840506951245538,0.2948213690239081
3295,3.0,0.0494,0.556223,0.0001291,1.0,0.0013980698655019646,0.29424885913365517
3296,3.0,0.0492,0.74797,0.04293925,1.0,0.005989986675473725,0.2961294992383427
3297,3.0,0.0504,0.339783,4.67e-06,0.0,0.001239932313257296,0.2924122372721353
3298,3.0,0.0499,0.829768,0.21261257,2.0,0.04598123756164013,0.6249754628527093
3299,3.0,0.0513,0.576874,6.67e-06,0.0,0.0012300229976197686,0.2932103842644108
3300,3.0,0.0513,0.61578,0.29148857,0.0,0.005731243433827175,0.2906464974467317
3301,3.0,0.0511,0.891505,0.94171265,2.0,0.054362472222775786,0.5929222408563912
3302,3.0,0.0509,0.93602,0.87578518,0.0,0.007468420979580412,0.29151401218692213
3303,3.0,0.0509,0.941239,1.814e-05,0.0,0.0009634056869817858,0.28915886685022246
3304,3.0,0.0525,0.089831,0.14846832,1.0,0.010511537335009303,0.2937602432613387
3305,3.0,0.0516,0.150904,0.20491034,1.0,0.011095975647862343,0.2937533535838141
3306,3.0,0.0531,0.395716,0.02836945,0.0,0.0038839846241230493,0.2936132135749989
3307,3.0,0.0543,0.051317,2.82e-06,0.0,0.0013561860465446992,0.2944401692643622
3308,3.0,0.0542,0.439639,6.8e-06,1.0,0.0014600058686281077,0.2942443550380018
3309,3.0,0.055,0.121563,0.00079842,0.0,0.0018219016383757359,0.29525579560190607
3310,3.0,0.0547,0.196657,0.00113025,2.0,0.07587189299024573,0.5296937716828721
3311,3.0,0.0554,0.375724,1.67e-06,2.0,0.07949484333004961,0.5407154192965314
3312,3.0,0.0549,0.696968,0.00244752,2.0,0.06983086944669047,0.5789346104862299
3313,3.0,0.0573,0.067832,0.00887189,2.0,0.0730463144730548,0.5448499783278143
3314,3.0,0.0569,0.241304,2.14e-05,1.0,0.0015564854569059417,0.2967790073809205
3315,3.0,0.0569,0.440211,0.34680504,1.0,0.014035872745791914,0.2968945346610714
3316,3.0,0.057,0.759404,0.14532478,0.0,0.005081121149980601,0.2930948316033551
3317,3.0,0.0565,0.827498,0.98627747,2.0,0.06946202269796029,0.620447985297062
3318,3.0,0.0578,0.610652,0.00015115,1.0,0.0016721163824765036,0.2964788807286902
3319,3.0,0.0595,0.396717,0.09333155,1.0,0.01056684488457768,0.29411936990697746
3320,3.0,0.06,0.09633,0.00153183,2.0,0.09645908010944329,0.5326707648471319
3321,3.0,0.06,0.262574,0.00566239,2.0,0.08729504287764209,0.5485360874720955
3322,3.0,0.0597,0.263052,0.0167511,0.0,0.003996534875808546,0.29311145126796667
3323,3.0,0.0605,0.717908,0.00010838,0.0,0.0014646991696371237,0.29416097264142144
3324,3.0,0.061,0.196376,0.00454006,1.0,0.003949724202948439,0.29410960581007556
3325,3.0,0.0607,0.472783,0.024301,0.0,0.004198925140647739,0.29600980664564613
3326,3.0,0.0609,0.824988,2.99e-06,2.0,0.12955055570463395,0.8869497087757084
3327,3.0,0.0606,0.933204,0.0178856,0.0,0.0028047700665087107,0.2930368050691991
3328,3.0,0.0625,0.064204,0.04953372,2.0,0.08519403440959247,0.6684346264918937
3329,3.0,0.0625,0.573216,1.826e-05,0.0,0.0014950165595674263,0.29540321499547995
3330,3.0,0.0622,0.62377,1.11e-06,0.0,0.0014720616465754457,0.2948541878588539
3331,3.0,0.0625,0.637107,0.01592996,2.0,0.08567242858708769,0.5990327241570992
3332,3.0,0.0625,0.901535,2.32e-06,1.0,0.0015536939437465476,0.29935548597330386
3333,3.0,0.0633,0.774393,0.0285327,0.0,0.003898631727035086,0.2939832624019058
3334,3.0,0.0643,0.24626,2.25e-06,1.0,0.0017548942009839295,0.29652706599167666
3335,3.0,0.0641,0.471957,4.8e-06,0.0,0.0015513028069765468,0.29595806185375095
3336,3.0,0.0636,0.655789,0.00816465,0.0,0.0032250429381434145,0.29044359116540913
3337,3.0,0.0636,0.824259,1.375e-05,2.0,0.1532228097276159,0.9560973399150625
3338,3.0,0.0648,0.120857,3.228e-05,1.0,0.0018104686681452327,0.2948158414278509
3339,3.0,0.0648,0.149927,1.15e-06,2.0,0.12190143151463985,0.5439569307158822
3340,3.0,0.0652,0.468784,0.0002933,1.0,0.0020511727291362587,0.2954556004059904
3341,3.0,0.0652,0.819277,0.00703245,2.0,0.11150294490180275,0.7057818570087341
3342,3.0,0.0647,0.891764,0.34495781,2.0,0.09411609972183624,0.6793271634859046
3343,3.0,0.0651,0.937349,0.06027733,0.0,0.003988527348020644,0.29245318101044604
3344,3.0,0.0655,0.804087,0.00057517,2.0,0.14647444344122967,0.8325786662365802
3345,3.0,0.0666,0.181586,0.00038769,1.0,0.002222166812107059,0.2938933373200776
3346,3.0,0.0668,0.82602,0.00015602,1.0,0.0019017211202281886,0.2967308034691492
3347,3.0,0.0683,0.172752,0.00125052,1.0,0.0029831599911169424,0.29293385405232025
3348,3.0,0.0684,0.719175,3.77e-06,1.0,0.0018387619329958184,0.29740545948059294
3349,3.0,0.0685,0.084186,0.000251,0.0,0.0019050019823079539,0.29369102156174237
3350,3.0,0.0691,0.123146,2.058e-05,1.0,0.0019135433452817123,0.29442111197745474
3351,3.0,0.069,0.446001,0.11266446,0.0,0.006644446370205411,0.2933955577657927
3352,3.0,0.0685,0.627382,3.03e-06,2.0,0.1404595667002152,0.6421379180464309
3353,3.0,0.0687,0.695996,0.04339841,0.0,0.004908447710487618,0.29262380242578
3354,3.0,0.0692,0.921903,0.00196211,1.0,0.0032370097435597753,0.3011787446024331
3355,3.0,0.0698,0.052648,0.01513969,0.0,0.004688674437408854,0.29350338554716876
3356,3.0,0.0696,0.24209,0.01249674,0.0,0.004364258346335148,0.2933564280228473
3357,3.0,0.0702,0.423059,1.65e-06,0.0,0.0016899998612028113,0.29512547643471676
3358,3.0,0.0715,0.523738,0.00015521,2.0,0.1528497353578225,0.5757896018093969
3359,3.0,0.0708,0.637553,3.63e-06,2.0,0.15410852015192233,0.6540299716452203
3360,3.0,0.0715,0.874966,0.00034334,0.0,0.0017104635433274483,0.2963477317247677
3361,3.0,0.0721,0.279487,4.83e-06,2.0,0.15956622866082812,0.568407161731007
3362,3.0,0.0718,0.433337,0.00115725,2.0,0.1535799009806908,0.5746768919471288
3363,3.0,0.0724,0.884789,1.11e-05,0.0,0.0015071946747448604,0.29496956286753134
3364,3.0,0.0726,0.200371,0.03291045,1.0,0.010043653037735705,0.2953521478264158
3365,3.0,0.0733,0.441879,0.0001109,2.0,0.16536998470740133,0.5937641728968066
3366,3.0,0.0726,0.502492,2.46e-06,2.0,0.16091883356300105,0.6037984748785479
3367,3.0,0.0736,0.052711,0.2011751,2.0,0.14148930140904015,0.7793694923564938
3368,3.0,0.0739,0.373326,0.00472794,0.0,0.0035752165769348684,0.29262877203120746
3369,3.0,0.0744,0.835813,0.00050625,2.0,0.28637606339969024,1.3344103611058777
3370,3.0,0.074,0.849763,9.47e-06,0.0,0.0015774051232518317,0.29653684001640374
3371,3.0,0.0738,0.896451,2.568e-05,2.0,0.4857498369133507,2.658793021617435
3372,3.0,0.0737,0.957138,0.00050499,2.0,0.7451694143756833,4.655936184797544
3373,3.0,0.0755,0.376656,4.479e-05,0.0,0.0018689569856960278,0.29465876221076653
3374,3.0,0.0749,0.697662,0.08112352,0.0,0.006084475503370957,0.29173822217580203
3375,3.0,0.0753,0.848257,9.4e-06,2.0,0.3409055704278084,1.5998038508195616
3376,3.0,0.0759,0.683588,0.00017892,1.0,0.0023218049252345654,0.29541711267718396
3377,3.0,0.076,0.697998,0.37192339,0.0,0.008776684196627834,0.29120989012377674
3378,3.0,0.076,0.7835,3.34e-06,2.0,0.24596525142213693,1.0154498483367749
3379,3.0,0.0768,0.012957,0.00344964,1.0,0.004723184657861436,0.2955040630349635
3380,3.0,0.0775,0.080862,0.50418224,1.0,0.024088612103253648,0.2949494443637794
3381,3.0,0.077,0.898107,0.14992721,1.0,0.015515085559544652,0.29692418027887574
3382,3.0,0.0781,0.007234,4.39e-06,1.0,0.002179015134583373,0.2935380311990868
3383,3.0,0.0781,0.538356,0.34042764,1.0,0.02164145600343928,0.2969359734283401
3384,3.0,0.0777,0.676321,0.00129957,0.0,0.002600722688280073,0.2925384182127035
3385,3.0,0.0776,0.852807,0.0017591,1.0,0.0038338930891831805,0.3041735749275837
3386,3.0,0.079,0.42661,0.00013934,1.0,0.002382762230519958,0.2955059713955829
3387,3.0,0.079,0.538171,8.309e-05,2.0,0.20275132649146432,0.6380870192428919
3388,3.0,0.0789,0.990963,0.02166848,2.0,0.22691682198304824,1.396494464125557
3389,3.0,0.0798,0.16004,0.96788777,0.0,0.011838251230668015,0.2932198357883855
3390,3.0,0.0796,0.232667,0.00049243,1.0,0.0028402367416692866,0.29391725067720564
3391,3.0,0.0795,0.747167,0.00019585,2.0,0.2504012661147048,0.9131604594073621
3392,3.0,0.0803,0.845083,2.673e-05,0.0,0.0017472648064526782,0.2945069494528253
3393,3.0,0.0798,0.869902,0.24579261,0.0,0.007730912189094352,0.2929983046555305
3394,3.0,0.0814,0.021519,0.00658496,1.0,0.006466011959331688,0.29431819797257963
3395,3.0,0.081,0.030386,0.18449083,2.0,0.17700904868434536,0.7589566872991983
3396,3.0,0.0807,0.691737,0.70426239,0.0,0.011074577754162455,0.2917099213779541
3397,3.0,0.0818,0.221077,0.02056774,1.0,0.009900473992261486,0.2964462319534565
3398,3.0,0.0823,0.777135,0.18201869,1.0,0.018943597554465386,0.2984979546542136
3399,3.0,0.0828,0.134372,0.00018027,1.0,0.0025802033983235786,0.2945012737660922
3400,3.0,0.0825,0.220554,0.01172452,2.0,0.20098385379891354,0.5819014824595581
3401,3.0,0.0829,0.266424,1.007e-05,0.0,0.0020303531568877154,0.2943573776857618
3402,3.0,0.0825,0.489527,2.1e-06,2.0,0.2280852315029667,0.6492686841106023
3403,3.0,0.0827,0.566785,4.184e-05,0.0,0.0019782041321690143,0.2941631335265197
3404,3.0,0.0829,0.680345,4.3e-06,0.0,0.001908316209086833,0.29438199870666354
3405,3.0,0.083,0.961755,0.00046855,2.0,0.9270559594513028,4.875218755021231
3406,3.0,0.0852,0.0968,0.00426498,0.0,0.004155117290708099,0.2946550140272252
3407,3.0,0.0853,0.245166,0.00342407,2.0,0.23869899827606825,0.5840131594139921
3408,3.0,0.0854,0.423509,1.66e-06,0.0,0.0020453227852245412,0.29397659795278896
3409,3.0,0.0845,0.496294,0.00519263,0.0,0.004087475924033081,0.2942032234411614
3410,3.0,0.085,0.527699,0.00010912,2.0,0.2465508797425918,0.6552730641789524
3411,3.0,0.0847,0.562599,0.00916931,0.0,0.004587067807033489,0.292955327669712
3412,3.0,0.0845,0.867015,0.00299339,0.0,0.0029441010500181855,0.29241034420982814
3413,3.0,0.0849,0.912047,0.00011967,1.0,0.00280477006650871,0.3108959631144486
3414,3.0,0.0848,0.920646,0.00409892,0.0,0.0029079003514770507,0.2924126250767797
3415,3.0,0.0862,0.458822,1.411e-05,2.0,0.25519860937713534,0.6433590671814176
3416,3.0,0.086,0.5696,0.0019423,1.0,0.004475340551259529,0.2971742395852885
3417,3.0,0.0855,0.870503,0.00482176,1.0,0.006043303464661497,0.3018148563152453
3418,3.0,0.0868,0.095442,0.00249207,2.0,0.25303619874114547,0.5716738057771169
3419,3.0,0.0874,0.697401,6.29e-05,2.0,0.3026023175208979,0.8453637617971286
3420,3.0,0.0868,0.785761,0.00167775,2.0,0.3451047179997836,1.112532543929379
3421,3.0,0.0885,0.325043,0.00035318,1.0,0.0030457521666590395,0.2953461552915717
3422,3.0,0.0885,0.353693,0.00204075,2.0,0.2663451881519907,0.6162320256428861
3423,3.0,0.0879,0.822545,0.00145999,0.0,0.002781670573153892,0.2923693923201594
3424,3.0,0.088,0.861238,0.11762537,1.0,0.017907701497870316,0.30021756937774635
3425,3.0,0.0894,0.074191,5.9e-05,2.0,0.28133444605346325,0.5841552445826347
3426,3.0,0.0895,0.090427,1.415e-05,2.0,0.2818991102213067,0.5875914553613892
3427,3.0,0.0894,0.731172,0.00029153,1.0,0.0029954159572589865,0.2972023511337504
3428,3.0,0.0893,0.984833,2.157e-05,2.0,1.0561150531379544,5.839730155672557
3429,3.0,0.0897,0.151601,0.00950586,2.0,0.25884529313957727,0.5867070684475071
3430,3.0,0.0901,0.785967,1.15e-06,2.0,0.4352359716120684,1.3192979361084178
3431,3.0,0.0903,0.985213,0.00206028,1.0,0.004864606495848862,0.3244355410389554
3432,3.0,0.0915,0.068703,0.01749738,0.0,0.006412494981949217,0.29282889248955235
3433,3.0,0.0906,0.077138,1e-06,1.0,0.0025785796496332536,0.29395726798959315
3434,3.0,0.0913,0.569694,3.44e-06,0.0,0.002148286246697302,0.2929580350164446
3435,3.0,0.0922,0.024797,0.00011725,1.0,0.002823209623553623,0.29475379870938456
3436,3.0,0.0922,0.530757,0.01680328,0.0,0.005776675032457139,0.29153114298085525
3437,3.0,0.0922,0.60722,1.11e-06,2.0,0.3241971852828045,0.7746613480666582
3438,3.0,0.0918,0.816807,0.00085246,0.0,0.002627503420104051,0.29205560981833933
3439,3.0,0.0932,0.670979,0.00210426,2.0,0.33361948752889825,0.8139629993305992
3440,3.0,0.0944,0.220535,0.00079245,0.0,0.00310547497807713,0.2913163165702485
3441,3.0,0.0942,0.496036,0.08980682,2.0,0.25842418615046464,0.7911466433116195
3442,3.0,0.0943,0.668416,4.851e-05,0.0,0.0022201204438945963,0.29309821143964304
3443,3.0,0.0943,0.72634,3.2e-06,0.0,0.002139500209263355,0.2926385234218788
3444,3.0,0.0948,0.572783,0.00107108,0.0,0.003128507742033716,0.29094992750539794
3445,3.0,0.0949,0.918777,0.00035737,0.0,0.0021176129666430924,0.2924979111061984
3446,3.0,0.0958,0.821848,3.212e-05,2.0,0.6143529463787468,1.7679147011284444
3447,3.0,0.0966,0.306601,3.13e-06,0.0,0.002338442788527205,0.2925759835271129
3448,3.0,0.0967,0.432453,0.00945809,2.0,0.3167383955797023,0.6361464195336201
3449,3.0,0.0966,0.618784,0.03263406,1.0,0.014482481486595719,0.2993285531621871
3450,3.0,0.097,0.841673,0.00047184,0.0,0.0024772955446826814,0.29193820270279464
3451,3.0,0.0968,0.926891,0.01596253,2.0,0.4336266920795941,1.4112769156075742
3452,3.0,0.0966,0.946677,8.416e-05,2.0,1.1410360308499794,4.365437522469994
3453,3.0,0.098,0.216426,0.00126735,0.0,0.003503404622870316,0.2922611175662617
3454,3.0,0.0982,0.476148,0.65004738,1.0,0.03491463397056642,0.29714071304506073
3455,3.0,0.0983,0.566298,0.04516106,1.0,0.016572524090202444,0.2983441949873909
3456,3.0,0.0976,0.796227,0.00045372,1.0,0.004080891956740808,0.31016607468594937
3457,3.0,0.0977,0.978679,0.15488201,0.0,0.007675415572897648,0.2899444410535107
3458,3.0,0.0991,0.50291,7.649e-05,1.0,0.0032596532526933363,0.30310239422347196
3459,3.0,0.0992,0.52204,0.00085115,0.0,0.0031599150454684833,0.2916927847046532
3460,3.0,0.0986,0.525216,0.08263179,2.0,0.29334140032442946,0.7897967263501765
3461,3.0,0.0988,0.586259,6.23e-06,0.0,0.0023126518761103416,0.29352550823173645
3462,3.0,0.1,0.15129,0.00232824,0.0,0.004198458034860111,0.29407493051417133
3463,3.0,0.0995,0.208252,1.42e-06,0.0,0.0024296062680791825,0.29303601130095674
3464,3.0,0.0999,0.318683,2.026e-05,1.0,0.0031083665853338742,0.2989056238446655
3465,3.0,0.0996,0.375784,3.35e-06,0.0,0.00239312753037874,0.29177307402152736
3466,3.0,0.1004,0.64748,1.62e-06,1.0,0.00334672399582039,0.3086736291538601
3467,3.0,0.1,0.967275,0.38869115,0.0,0.010766710553850407,0.29284147442012476
3468,3.0,0.1012,0.009967,2.028e-05,1.0,0.00296488725756761,0.2942102451965613
3469,3.0,0.101,0.397391,8.29e-06,1.0,0.0031175641207235854,0.3021323713373353
3470,3.0,0.1013,0.910044,0.80049733,1.0,0.0377848099689094,0.29871190658412056
3471,3.0,0.101,0.956383,0.60695027,2.0,0.3004363034974034,0.7937527551615257
3472,3.0,0.1017,0.209342,0.00073323,0.0,0.00327332165776463,0.29137900708556896
3473,3.0,0.1017,0.590762,0.04871603,1.0,0.01783737983369962,0.29940528171859265
3474,3.0,0.1024,0.805573,0.01397402,0.0,0.005314796381024471,0.2928923101286912
3475,3.0,0.1035,0.091602,1.16e-06,2.0,0.4105011408947647,0.6165299437206675
3476,3.0,0.1031,0.507312,2.496e-05,1.0,0.0036140086004406934,0.31000017273764735
3477,3.0,0.1031,0.529781,0.04359489,0.0,0.007949929195659813,0.2914920730734482
3478,3.0,0.1029,0.547864,0.40091282,0.0,0.012476729234523011,0.2925941022365509
3479,3.0,0.1029,0.717893,0.00319965,2.0,0.4581724228038732,0.9546965490144288
